,text,real,text_no_link
1261,Very MAD at Japenese Prime Minister Shinzo Abe! Thought he was MY friend! He's NOT!! He refused - REFUSED - to play my Candy Land game with ME! I'm REALLY good at it! Better then everyone! I ALWAYS reach the Candy Castle before anyone! I HATE ABE! #SundayThoughts #SundayMorning,0.0,Very MAD at Japenese Prime Minister Shinzo Abe! Thought he was MY friend! He's NOT!! He refused - REFUSED - to play my Candy Land game with ME! I'm REALLY good at it! Better then everyone! I ALWAYS reach the Candy Castle before anyone! I HATE ABE! #SundayThoughts #SundayMorning
1262,"I’m in Tokyo, JAPAN! So Excited! Can’t wait to see Ninjas! I LOVE Ninjas! I bet Ninjas are EVERYWHERE! I thought I saw one RIGHT NOW as I’m sitting here in MY bathroom! But I didn’t! Because I CANT see them, because they’re ninjas! #SaturdayThoughts #SaturdayMorning",0.0,"I’m in Tokyo, JAPAN! So Excited! Can’t wait to see Ninjas! I LOVE Ninjas! I bet Ninjas are EVERYWHERE! I thought I saw one RIGHT NOW as I’m sitting here in MY bathroom! But I didn’t! Because I CANT see them, because they’re ninjas! #SaturdayThoughts #SaturdayMorning"
1263,"OMG!! Just found out that if I resigned or died, then Vice-President Mike Pence automatically becomes Presidant! Thats bad! REALLY BAD! Why didn't my Stupid advisors tell me this?! I would have NEVER chosen Pence to be my VP if I had known this! #ThursdayThoughts #TrumpMustResign",0.0,"OMG!! Just found out that if I resigned or died, then Vice-President Mike Pence automatically becomes Presidant! Thats bad! REALLY BAD! Why didn't my Stupid advisors tell me this?! I would have NEVER chosen Pence to be my VP if I had known this! #ThursdayThoughts #TrumpMustResign"
1264,"HORRIBLE meating with Nancy Pelosi & Chuck Schumer! THEY WERE VERY VERY MEAN TO ME! After they said ""Hello Mr. President,"" I asked ""Where are MY presents?!"" THEY DIDN'T BRING ME ANY! NONE! SO I YELLED AT THEM FOR 5 MINUTES! THEN I THREW A CHAIR! AND I LEFT THE ROOM! #TrumpTantrum",0.0,"HORRIBLE meating with Nancy Pelosi & Chuck Schumer! THEY WERE VERY VERY MEAN TO ME! After they said ""Hello Mr. President,"" I asked ""Where are MY presents?!"" THEY DIDN'T BRING ME ANY! NONE! SO I YELLED AT THEM FOR 5 MINUTES! THEN I THREW A CHAIR! AND I LEFT THE ROOM! #TrumpTantrum"
1265,Terrable news! A judge ordered my acounting firm to hand over MY tax records to congress! MY tax returns will show I lose BILLIONS of dollars every year! NOT TRUE! My tax returns are FULL of lies!! I REALLY AM RICH!! I HAVE TO to lie on my tax returns to defraud the government!,0.0,Terrable news! A judge ordered my acounting firm to hand over MY tax records to congress! MY tax returns will show I lose BILLIONS of dollars every year! NOT TRUE! My tax returns are FULL of lies!! I REALLY AM RICH!! I HAVE TO to lie on my tax returns to defraud the government!
1266,It would be VERY unfare if Democrats nominate Joe Biden! My advisors say he would win Pencilvania! Democrats Shouldn’t be allowed to nominate someone who can win against me! Sad!#SaturdayThoughts,0.0,It would be VERY unfare if Democrats nominate Joe Biden! My advisors say he would win Pencilvania! Democrats Shouldn’t be allowed to nominate someone who can win against me! Sad!#SaturdayThoughts
1267,Just had a arguement with a teacher! I yelled at her Because LIBERAL public school teachers REFUSE to teach REAL history! These so-called teachers NEVER talk about how the Vikings (who were White btw)- had a BIG War with the dinosaurs! And WON! Its in the Bible! MY favorite part!,0.0,Just had a arguement with a teacher! I yelled at her Because LIBERAL public school teachers REFUSE to teach REAL history! These so-called teachers NEVER talk about how the Vikings (who were White btw)- had a BIG War with the dinosaurs! And WON! Its in the Bible! MY favorite part!
1268,"LAST NIGHT WAS AWSOME! I did 23 Lines of Cocaine! FELT SO HIGH! Woke up alone & naked on My balcony! White Powder EVERYWHERE! Carol- Melania's Body Double- sold it to Me for $20,000! But today my Secret Service Agent Dave had the white powder analyzed. He said it was just flour..",0.0,"LAST NIGHT WAS AWSOME! I did 23 Lines of Cocaine! FELT SO HIGH! Woke up alone & naked on My balcony! White Powder EVERYWHERE! Carol- Melania's Body Double- sold it to Me for $20,000! But today my Secret Service Agent Dave had the white powder analyzed. He said it was just flour.."
1269,Great news! Just got the oficial word from the Russian ambassadore! Vladimir Putin will endorse ME for the 2020 election!! Putin says he’ll spend over one BILLION dollars to put ME back in office! AND he’s already “adjusting” the software on American voting machines! #PutinsGOP,0.0,Great news! Just got the oficial word from the Russian ambassadore! Vladimir Putin will endorse ME for the 2020 election!! Putin says he’ll spend over one BILLION dollars to put ME back in office! AND he’s already “adjusting” the software on American voting machines! #PutinsGOP
1270,Can’t believe Angry Republicans in the Senate Intelligance Comittee subpoened Donald Trump Jr! But WHY? Don Jr is just like ME! We don’t have any Intelligance! None! We KNOW NOTHING! We have no idea whats going on! Ever! Totally clueless! Its true! Ask ANY of my advisers!,0.0,Can’t believe Angry Republicans in the Senate Intelligance Comittee subpoened Donald Trump Jr! But WHY? Don Jr is just like ME! We don’t have any Intelligance! None! We KNOW NOTHING! We have no idea whats going on! Ever! Totally clueless! Its true! Ask ANY of my advisers!
1271,WOW!! I can just THREATEN tarrifs on China and the US stock market drops like crazy! Minus 500 points! I LOVE having this much Power!! Obama was NEVER able to crash our stock markets! He never even tried! LOSER!,0.0,WOW!! I can just THREATEN tarrifs on China and the US stock market drops like crazy! Minus 500 points! I LOVE having this much Power!! Obama was NEVER able to crash our stock markets! He never even tried! LOSER!
1272,"Treasury Secretary Mnuchin denied Dem's request for MY tax returns! BRILLIENT! Mnuchin KNOWS that my tax returns would PROVE that I'm just a conman whose Terrable at business deels, that I'm Guilty of tax evasion, and I Conspired with Russians! But we won't say that! We're SMART!",0.0,"Treasury Secretary Mnuchin denied Dem's request for MY tax returns! BRILLIENT! Mnuchin KNOWS that my tax returns would PROVE that I'm just a conman whose Terrable at business deels, that I'm Guilty of tax evasion, and I Conspired with Russians! But we won't say that! We're SMART!"
1273,OMG!! I talked with Putin for an HOUR! He kept talking about Venezula. But I kept talking about our relationship! He Really LIKES ME! Maybe even LOVES ME! I hear it in his voice! I made him PROMISE ME that he won’t see Kim Jung Un ANYMORE! Can’t wait to change my Facebook status!,0.0,OMG!! I talked with Putin for an HOUR! He kept talking about Venezula. But I kept talking about our relationship! He Really LIKES ME! Maybe even LOVES ME! I hear it in his voice! I made him PROMISE ME that he won’t see Kim Jung Un ANYMORE! Can’t wait to change my Facebook status!
1274,Can’t beleive Firefighters endorsed Joe Biden! After ALL I've taught them! I’m THE ONE who told them to rake the forrests to stop wildfires! ME! I'M DONE WITH FIREFIGHTERS! Next time I see smoke filling up my bathroom (whenever I shower) - I WON'T be calling the dam firefighters!,0.0,Can’t beleive Firefighters endorsed Joe Biden! After ALL I've taught them! I’m THE ONE who told them to rake the forrests to stop wildfires! ME! I'M DONE WITH FIREFIGHTERS! Next time I see smoke filling up my bathroom (whenever I shower) - I WON'T be calling the dam firefighters!
1275,Just met congresional leaders Nancy Pelosi and Chuck Schumer. Pelosi brought cookies! So I agreed to a $2 Trillion infrastructure plan! I DEMANDED Longer bridges! DEEPER Tunnels! TALLER telephone poles! They said yes! Now I need FOX News to approve our deal before it becomes law.,0.0,Just met congresional leaders Nancy Pelosi and Chuck Schumer. Pelosi brought cookies! So I agreed to a $2 Trillion infrastructure plan! I DEMANDED Longer bridges! DEEPER Tunnels! TALLER telephone poles! They said yes! Now I need FOX News to approve our deal before it becomes law.
1276,"Just had lunch with Low-IQ VP Pence. I asked him for advice about who's hotter - My daughter Tiffany or Ivanka? He said ""both were fine young ladys."" DUM ANSWER! EVERYONE knows Ivanka is much hotter! Great BODY, Long LEGS and VERY Sexy! Tiffany - NOT! I would NEVER date Tiffany!",0.0,"Just had lunch with Low-IQ VP Pence. I asked him for advice about who's hotter - My daughter Tiffany or Ivanka? He said ""both were fine young ladys."" DUM ANSWER! EVERYONE knows Ivanka is much hotter! Great BODY, Long LEGS and VERY Sexy! Tiffany - NOT! I would NEVER date Tiffany!"
1277,On Air FORCE ONE flying to Indiannapolis! Don Jr says My private office on Air Force One smells like urine again. So we've been prying open the small airplain window with a knife. I was able to break open the first window. BUT now theres another pane! 10 more minutes & FRESH AIR!,0.0,On Air FORCE ONE flying to Indiannapolis! Don Jr says My private office on Air Force One smells like urine again. So we've been prying open the small airplain window with a knife. I was able to break open the first window. BUT now theres another pane! 10 more minutes & FRESH AIR!
1278,"I'm MAD! Outside my White House bedroom, some STUPID birds sing so loud they WAKE ME UP EVERY morning at 11:47 am! Then I can't fall back asleep! I Ordered Dave- MY Secret Service agent- to give ME his gun so I can shoot the dam birds! But Dave won’t give me his gun! I hate Dave.",0.0,"I'm MAD! Outside my White House bedroom, some STUPID birds sing so loud they WAKE ME UP EVERY morning at 11:47 am! Then I can't fall back asleep! I Ordered Dave- MY Secret Service agent- to give ME his gun so I can shoot the dam birds! But Dave won’t give me his gun! I hate Dave."
1279,"THANKS TO ME, my US Navy is introducing guidelines for pilots to report UFO sightings! I was the one who ordered this! ME! I'm still VERY ANGRY at the Aliens who abducted ME and experiemented on me! The Secret Service said it never happened! BUT I KNOW IT DID! Anal probes hurt!",0.0,"THANKS TO ME, my US Navy is introducing guidelines for pilots to report UFO sightings! I was the one who ordered this! ME! I'm still VERY ANGRY at the Aliens who abducted ME and experiemented on me! The Secret Service said it never happened! BUT I KNOW IT DID! Anal probes hurt!"
1280,"MY CIA agents JUST FOUND OUT Putin invited Kim Jung Un to Moscow! And Kim said ""yes""!! WHAT THE HELL?!! Kim's going to stay in Putins palace! Kim says there ""just friends."" BULLSHIT! Then why is Kim staying the night?! Why are they being so secretive! God I'm so pissed off!",0.0,"MY CIA agents JUST FOUND OUT Putin invited Kim Jung Un to Moscow! And Kim said ""yes""!! WHAT THE HELL?!! Kim's going to stay in Putins palace! Kim says there ""just friends."" BULLSHIT! Then why is Kim staying the night?! Why are they being so secretive! God I'm so pissed off!"
1281,"Barr just released the Robert Mueller report!! OH MY GOD! This is Terrable! This is the end of my Presidancy! I'm Fucked!
#MuellerReport #TrumpColluded #MuellerThursday #ThursdayThoughts",0.0,Barr just released the Robert Mueller report!! OH MY GOD! This is Terrable! This is the end of my Presidancy! I'm Fucked! #MuellerReport #TrumpColluded #MuellerThursday #ThursdayThoughts
1282,VERY ANGRY! Mueller report will be out tommorow! Even though I WAS PROMISED it'd NEVER be released! Can’t WAIT to find out WHO in my administration talked to Mueller. MANY will be fired! NOBODY in my White House can tell the truth and expect to get away with it! #WednesdayWisdom,0.0,VERY ANGRY! Mueller report will be out tommorow! Even though I WAS PROMISED it'd NEVER be released! Can’t WAIT to find out WHO in my administration talked to Mueller. MANY will be fired! NOBODY in my White House can tell the truth and expect to get away with it! #WednesdayWisdom
