,text,real
1870,VERY ANGRY!! Just left Kim Jung Uns hotel room! We are sooo done! HE went to the bathroom. Then I rolled over & looked at his phone! He’s been TEXTING Putin! PUTIN!! With selfies! Kim said there Just Friends! Bullshit! Not with THOSE pics! Feel so used!!NEED ice cream! #TrumpFail,0.0
1871,"Michael Cohen is lying! He says he knows me! Lies! I've never even met him! And I NEVER gave him $130,000 to pay off Stormy! I gave my Michael Cohen two checks for $35,000 and one check for $60,000! DO THE MATH! That doesn't ad up to $130,000!!",0.0
1872,I'm talking with KIM JUNG UN! Can't Belieive it! He's sooo handsome! He's been Totally working out! Can you say BICEPS? OMG! And his HAIR! Totally HOT! I'm in the hotel bathroom now! UGH! These Vietnamese mirrors make me look so..like- literally FAT! Hate it! You know...Seriosly!,0.0
1873,I’m on Air Force One! On the way to Vietnam to meat North Korea’s KIm jung Un! So excited! We share a bond that ONLY Powerful Men can share! We’re sole mates! I even I bought a new tie and underware! Very Expensive kind! Silk! Kim will be VERY Impressed! He LOVES ME! You’ll see!!,0.0
1874,"Save the Date! July 4! Behind Lincon Memorial. Biggest event in history to HONOR your favorite president - ME! Sparklers! BAKE SALE! Raffle! Bounce House! Ask any cabinet member for $5 tickets! If 4th of July event goes well, I'll plan one for Independence Day TOO! #SundayMorning",0.0
1875,"Totally dishonist Democratic Senator Chuck Schumer LYED to ME!! When you push a pen through one Ear, It DOES NOT come out the other Ear! Not even a little! It DOESN'T work with a pencil either! Even after I sharpened it!!",0.0
1876,Do you ever just stare at a wall and litterally have NOTHING on your mind? NO thoughts - whatsoever!! For three HOURS! And then your Secret Service Agent Dave BRAKES into your room just to ask if your ok? That happened to ME Again! I don't like Dave!!,0.0
1877,The Which Hunt is almost over! Low-IQ Mueller will give his final report to MY Attorney Genral Bill Barr next weak! I've already Ordered Barr to BURN the report and ALL the evidence against me! Then all this talk about MY Obstruction of Justice will End & I'll NEVER be impeeched!,0.0
1878,"My acountants just finished my 2018 taxes! I’m geting a refund of $47,354,529.37! 47 MILLION DOLLARS! I don’t pay ANY taxes! NONE! Love MY new tax law! Also love the fact that voters will NEVER see my tax returns. If voters found out I don’t pay Any taxes, they'd get really mad!!",0.0
1879,Crazy FBI chief Andrew McCabe said Deputy Atorney General Rod Rosenstein wanted to RECORD ME talking about the details of HOW I conspired with Russia to get ME elected - AND details about HOW I'm giving lots of favors to Putin in return! This is treason! TREASON!!,0.0
1880,"I'm the Richist man in the world! Most Powerfull man too! But EVERY TIME I ask my so-called wife Melanie to DO IT, she says ""No!"" because she has a Headache! How can she have a headache for 13 years!? 13 years!!! #SundayMorning #SundayThoughts",0.0
1881,"Public School Teachers are so dum! Talked to won today and she said the Month of ""Febuary"" is spelled with TWO ""R""s! I went to a private school! An EXPENSIVE school - the BEST school! So I no that ""Febuary"" doens't have ANY ""R""s in it! Sad! #SaturdayMorning",0.0
1882,"Fake News CNN only wants to talk about MY National Emergency! Why won't they talk about MY really expensive Golf Simulator that I installed in the White House! It Cost $50,000! I’ve been playng it Non Stop! Over 30 hours of Golf! I’ve already finished FIVE holes! #FridayThoughts",0.0
1883,"I'm declarring a National Emergency! Now I get to build MY Monument to ME! The TRUMP Wall! Republicans Love this since we all know future Democrat Presidents will be too Dumb to declare a national emergency to fix gun control, Globle Warming, health care, educasion, or abortion!",0.0
1884,"Every day, police arest Evil drug deelers & seize Billions of dollars of drugs! Cocaine, Heroine, Meth, and LSD! But then the cops BURN the drugs! TOTAL WASTE! Instead of BURNING, why don’t cops SELL the drugs to local pharmacys? Or SELL the drugs on the street?! Cops are so dum!",0.0
1885,"Mexican Drug Lord ""El Chapo"" was found GUILLTY! (Thanks to ME!) He used lots of ways to ILLEGALLY smugle Billions of Drugs into the US! He used Boats! Airplanes! Tunnels! Drones! He even used a submarine! MY Boarder Wall will stop ALL 3 methods! No more drugs! Ever!!!",0.0
1886,"If Crooked Hillary was president- everyone knows America wood be in a BIG war with Quebec! And we would be losing- very badly! That little country is FULL of people! With armys bigger than anyone thought possible! But thanks to ME, we are at peace with Quebec! At least for now...",0.0
1887,My blood tests came back from my physical! Doctors were Amazed! They couldnt beleive it! Doctors says my blood is 97% Cholesterol! Thats Almost PERFECT! I didn't ask them about the other 5%. #SundayThoughts #SundayMorning,0.0
1888,"I meet North Koreas Kim Jung Un SOON! In Viatnam! OMG - Last summit was soooo good! We spent a weekend together! Just US! No interpreters! Nobody ""watching"" us! Kim is VERY strong! He's like - really into ME! So excited! I bet Loser Obama is like totally jealous! #SaturdayMorning",0.0
1889,"It hapened again!! A Stupid little 3 year-old kid visiting the White House asked ME why I'm orange! I'm NOT orange! I'm NOT ORANGE! I'M NOT! I'm tan! The best Tan! Because of GOOD JEANS! I told the kid he was an idiot and vary stupid! He cried. GOD, I hate kids!!",0.0
1890,Presidential Harrassment!! House Intelligence Committee Chairman Adam Schiff and Democrats are investigating ALL of my crimes! ALL OF THEM! Not just the ones that Americans already know about! NOT FARE!,0.0
1891,"Many people are saying that THANKS TO ME, we have more women serving in Congress than ever before! But why are they all Democrats?! SAD!
 #wednesdaythoughts #WednesdayMorning #WednesdayMotivation",0.0
1892,I'll be a little late for my #SOTU.  I'm still in the bathroom. Need another 15 minutes...,0.0
1893,Tonight is MY state of the union adress! One thing I'll talk about is how I'M STRONGLY deregulating sexuall harassment and sexuall assault rules on college campuses. NOBODY knows more about sexuall assault then Me! AND I know More about being a woman then Anyone!  #SOTU #SOTU2019,0.0
1894,"Fake News says I do NOTHING during MY ""Executive Time!"" NOT TRUE! Unlike Loser Obama - From 6 to 11 am I use My Executive Time to watch TV! ALSO - My advisors help me reed MY state of the union adress! And I tweet! And nap! And snack! And I have bathroom brakes! ALL BY MYSELF!!",0.0
1895,"NATIONAL EMERGENCY! Millions suffring! Drugs! Human traficking! Kids separated! Shutdown soon! Nancy Pelosi DOING Nothing! Nancy ""Too Busy"" at work to play Golf with ME! (I get to play golf all weekend & I got Another high score!) #SundayThoughts #SundayMorning #SuperbowlSunday",0.0
1896,"Everyone is comparing ME to Virginya’s Govenor Ralph Northam! WRONG! BIG Diffrence! When Northam wore KKK clothes, Northam wore it as a joke- for fun! I NEVER wore it for fun! NEVER! KKK hoodies might look comfortible, but there NOT! VERY DIFFICULT TO SEE! & they mess up my hair!",0.0
1897,"MY Boarder Patrol Agents found ANOTHER 60 foot long tunnel that went deep under the border fence at the U.S.-Mexico Boarder in Hidalgo, Texas! This is why MY WALL HAS TO BE 61 feet WIDE! #SaturdayThoughts #SaturdayMorning",0.0
1898,FINALLY! Great NEWS! I've been watching @FoxNews and FakeNews all morning! This is the FIRST Friday that there's been NO early morning arrests of ANYONE in my administration! NONE! Everyone I talk to is VERY EXCITED becuase the only news is about Cory Booker! #FridayThoughts,0.0
1899,Just got done with MY meating with national scurity advisors! In MY office! I showed them where countrys are! On a MAP! I showed them AMERICA! I showed them China! I showed them AUSTRAILIA (Its next to Africa!) I showed them ISIS! They were VERY proud of me! We also ate cookies..,0.0
1900,"I'M ANGRY! Just got off the phone with Canadien President Trudeau! He's an Idiot! I yelled at him because he's letting Canada send us there cold weather! He ""SAYS"" he can't control it! I told him he's LYING! Then I hung up on him! Why are some presidents so DUMB? #PolarVortex2019",0.0
1901,"I WAS INVITED! Nancy Pelosi - I call her ""Nancy"" - gave ME an invitation!! Nancy invited ME to give a Stait of the Union speach! On Febuary 5th! MY invitation was writen on very PRETTY paper! My advisors read it to me! I bet she's not inviting ANY OTHER presidents! She likes ME!",0.0
1902,"In 2018, millions of people voted in Texas! And Texas-lover Obama did NOTHING to stop them! These numbers are just the tip of the iceburg! All over the country, especially in California, Texans are voting all over the place! MY Wall will Stop them! #SundayThoughts #SundayMorning",0.0
1903,"I have three weaks to make Democrats PAY for my MY wall! I've WARNED them if they don't pay for it, I WON'T get reelected! Dumb Democrats say I can build my WALL only if Mexico pays for it! Democrats are sooo stupid! Only brainless idiots believe that Mexico will pay for my wall!",0.0
1905,I did it! I ended MY shutdown! In the Rose Garden! I strongly closed it for 35 days! Democrats tryed to open the goverment! I woudn't let them! No wall! But I made MILLIONS suffer! I showed them! I'm VERY powerful! AND STRONG! Everyone is afraid of ME! #TrumpAddress #TrumpCaved,0.0
1906,My good friend & advisor Roger Stone was arrested! Unbeleivable! But Stone did NOTHING for me! All he did was give me information from Wikileaks about the Clinton Campaign from his Russian friends! I don't even know Stone! I DON'T WANT TO GO TO PRISON! #MuellerFriday #MuellerTime,0.0
1907,"Did you see me on TV? I said a few ""Words"" about Michael Cohens Famly and Cohen got TOO Scared to testify against ME!!! NOBODY is better at Witness Tampering then ME! #ThursdayThoughts",0.0
1908,Very MEAN Pelosi won't let me give MY State of the Union in the House of Representitives! She says I have to end MY shutdown first! UNFAIR! MY speech is already writen! It has LOTS of sentances! AND words! The BEST words! Some words are REALLY BIG! Everyone will cheer! #SOTU,0.0
1909,People say I'm acting irationally during MY shutdown! ME? I'm NOT! My shutdown has lasted 32 days! Thats 3 weeks! A record! I canceled my Christmas! I've been in the White House ALL BY MYSELF! We ate hamberders! I was on TV! I stopped Nancy! everyones against ME! #TuesdayThoughts,0.0
1910,"I won't go to ANY Martin Luther King Day events today. That would make my voters Angry! Dr. King never supported ANY policys that are important to MY white supremacist voters (and I have A LOT of them, many more then Obama did.) #MLKDAY #MartinLutherKingJrDay #MLK2019 #MLKJR",0.0
1911,Self-centered Fedral employees keep WHINING about not getting paid during MY shutdown! What about ME? I'm THE ONE whos suffering! Fake news WON'T EVEN REPORT that my LAZY unpaid White House servants are working SLOWER! Today I had wait 20 MINUTES for my Big Macs to be microwaved!,0.0
1912,Big anouncement at 3 pm about MY Shutdown & MY TRUMP wall! Should have HUGE ratings! Much higher ratings then Loser Obamas speaches! Can't release details yet because Rush Limbaugh & Ann Coulter still haven't told me what I'm saying. Can't Wait! #SaturdayThoughts #SaturdayMorning,0.0
1913,"NO! NO! NO! EVERYONE thinks my major announcment at 3 pm tomorow is about MY resignation! ITS NOT! Everyones calling ME- like never before! Pence, Melanie & ALL my advisors called! And why is everyone UPSET when I tell them I'm NOT resigning! And WHY is #PresidentPelosi trending?",0.0
1914,Of course I ordered Michael Cohen to LYE to Congress about Trump Tower Moscow! But that's NOT Obstruction of Justice OR Encouraging perjury! Thats just HELPING a witness make up the RIGHT facts! #FridayThoughts,0.0
1915,"I'm holding HOSTAGE paychecks for 250,000 Vetarans & 42,000 Actives in MY Coast Guard! VERY SMART! I've made it VERY difficult for these people & there kids to make it financially! Thats what they want me to do!! So why am I getting CRUSHED in opinion polls? Sad! #ThursdayMorning",0.0
1916,"Walls Work! EVERY prison in the World has a wall! And everybody knows their's NEVER been an escape! Very soon, I will go to a prison and I will PROOVE to the world that walls work! I won't be able to get out! You'll SEE! I want MY WALL! 
#2020 #WednesdayThoughts #WednesdayWisdom",0.0
1917,My shower curtin is a HUGE map of the world! I read it every time I tweet. All 60 states in the US are a different color! I understand why Minnesoda & Kansas are pink. And I get why Wisconsen & South Carolina are yellow. But WHY are Oregon & South Dakoda orange!? Makes no sense!!,0.0
